"id","name","description","aliss_url","permalink","url","twitter","facebook","phone","email","last_edited","service_names","service_ids"
"c0228b6d-088d-42fa-ab2d-ab870cd0722c","First Testing Org","test","www.aliss.org/organisations/first-testing-org-2/","www.aliss.org/organisations/c0228b6d-088d-42fa-ab2d-ab870cd0722c/","","","","","","2019-01-11 14:10:25.930372+00:00","",""
"08f1c7ec-37a2-42b5-9c0b-0d78a471a05e","Second Testing Org","test","www.aliss.org/organisations/second-testing-org-0/","www.aliss.org/organisations/08f1c7ec-37a2-42b5-9c0b-0d78a471a05e/","","","","","","2019-01-11 14:20:52.874526+00:00","",""
"881c29a8-7efb-42fd-938f-cb3bcc09d76c","Third Testing Org","test","www.aliss.org/organisations/third-testing-org-0/","www.aliss.org/organisations/881c29a8-7efb-42fd-938f-cb3bcc09d76c/","","","","","","2019-01-11 14:21:35.909615+00:00","",""
"0ff62140-26c5-4f05-b252-da073e106625","Fourth Testing Org","test","www.aliss.org/organisations/fourth-testing-org-0/","www.aliss.org/organisations/0ff62140-26c5-4f05-b252-da073e106625/","","","","","","2019-01-11 14:22:40.680888+00:00","",""
"cee1e05a-8d50-45ad-98cf-9c0baa83e705","Fifth Testing Org","test","www.aliss.org/organisations/fifth-testing-org-0/","www.aliss.org/organisations/cee1e05a-8d50-45ad-98cf-9c0baa83e705/","","","","","","2019-01-11 14:23:47.828516+00:00","",""
"d0910fd1-88df-4f90-aa13-5374f4cfd2b3","Sixth Testing Org","test","www.aliss.org/organisations/sixth-testing-org-0/","www.aliss.org/organisations/d0910fd1-88df-4f90-aa13-5374f4cfd2b3/","","","","","","2019-01-11 14:24:19.478622+00:00","",""
"29056203-4961-4720-b8e9-574c5e755ee2","Eighth Testing Org","test","www.aliss.org/organisations/eighth-testing-org-0/","www.aliss.org/organisations/29056203-4961-4720-b8e9-574c5e755ee2/","","","","","","2019-01-11 14:26:11.162645+00:00","",""
"2ff294c1-eb74-423d-a4fc-ea06b40c22d4","Tenth Testing Org","test","www.aliss.org/organisations/tenth-testing-org-0/","www.aliss.org/organisations/2ff294c1-eb74-423d-a4fc-ea06b40c22d4/","","","","","","2019-01-11 14:27:23.001123+00:00","",""
"3aefb7fc-198c-41de-acb1-f8f3af995cfc","Eleventh Testing Org","test","www.aliss.org/organisations/eleventh-testing-org-0/","www.aliss.org/organisations/3aefb7fc-198c-41de-acb1-f8f3af995cfc/","","","","","","2019-01-11 14:28:47.864133+00:00","",""
"e1c66318-633f-4e62-be80-604051120617","banana weird","","www.aliss.org/organisations/banana-weird-0/","www.aliss.org/organisations/e1c66318-633f-4e62-be80-604051120617/","","","","","","2019-01-14 16:24:37.296721+00:00","",""
"d2664b3b-0836-4d88-9872-303ad8629eef","Banana Published","","www.aliss.org/organisations/banana-published-0/","www.aliss.org/organisations/d2664b3b-0836-4d88-9872-303ad8629eef/","","","","","","2019-01-14 16:29:18.701828+00:00","",""
"23e15ff4-0415-4bc9-aee0-2c07a8645487","Banana Unpublished","","www.aliss.org/organisations/banana-unpublished-0/","www.aliss.org/organisations/23e15ff4-0415-4bc9-aee0-2c07a8645487/","","","","","","2019-01-14 16:29:18.729151+00:00","",""
"7b0fda5a-4320-499f-be30-3649ac9760d9","Twelfth Testing Org","t","www.aliss.org/organisations/twelfth-testing-org-0/","www.aliss.org/organisations/7b0fda5a-4320-499f-be30-3649ac9760d9/","","","","","","2019-01-14 11:52:08.883533+00:00","",""
"bc9a565e-79a0-4a46-b4c8-c5384acc0c80","Home Link Family Support Test 2","We provide a home visiting service for families with children under five who are experiencing some difficulties and live in Edinburgh or Midlothian.

Many parents don't have any supportive adults to talk to about their children. We provide trained volunteers and staff who will visit for 2 hrs a week to offer a listening ear and also help to get the whole family engaged in fun early learning activities. Parents say that they gain confidence and enjoy family life a lot more.

Visits can be arranged on weekdays at times that suit the family.
The service is free.","www.aliss.org/organisations/home-link-family-support-0/","www.aliss.org/organisations/bc9a565e-79a0-4a46-b4c8-c5384acc0c80/","http://www.homelinkfamilysupport.org/","","","0131 661 0890","info@homelinkfamilysupport.org","2018-11-30 12:43:21.827197+00:00","""Come to our Family Stay and Play group Test 5"" ","""2abf9aa2-26cd-4e64-99a5-d31f06c86299"" "
"011b7b95-fd14-4df5-abda-67cf64e3ac27","Seventh Testing Org","test","www.aliss.org/organisations/seventh-testing-org-0/","www.aliss.org/organisations/011b7b95-fd14-4df5-abda-67cf64e3ac27/","","","","","","2019-01-11 14:24:52.003272+00:00","",""
